
epoch   0, step:    0, loss: 3.7853, acc: 0.0547
epoch   0, step:   10, loss: 3.4626, acc: 0.0938
epoch   0, step:   20, loss: 3.2722, acc: 0.1406
epoch   0, step:   30, loss: 3.0879, acc: 0.1719
epoch   0, step:   40, loss: 2.9598, acc: 0.2266
epoch   0, step:   50, loss: 2.7450, acc: 0.2422
epoch   0, step:   60, loss: 2.8214, acc: 0.2109
epoch   0, step:   70, loss: 2.7518, acc: 0.2266
epoch   0, step:   80, loss: 2.7934, acc: 0.2344
epoch   0, step:   90, loss: 2.6979, acc: 0.2344
epoch   0, step:  100, loss: 2.6106, acc: 0.3125
epoch   0, step:  110, loss: 2.5527, acc: 0.2812
epoch   0, step:  120, loss: 2.6155, acc: 0.2812
epoch   0, step:  130, loss: 2.6946, acc: 0.2500
epoch   0, step:  140, loss: 2.5976, acc: 0.2422
epoch   0, step:  150, loss: 2.5168, acc: 0.3359
epoch   0, step:  160, loss: 2.4613, acc: 0.3047
epoch   0, step:  170, loss: 2.3792, acc: 0.2656
epoch   0, step:  180, loss: 2.2231, acc: 0.3203
epoch   0, step:  190, loss: 2.3374, acc: 0.2734
epoch   0, step:  200, loss: 2.0970, acc: 0.4062
epoch   0, step:  208 - 24.57s, acc: 0.1383, asr: 0.9698

epoch   1, step:    0, loss: 2.7570, acc: 0.2422
epoch   1, step:   10, loss: 2.3345, acc: 0.2656
epoch   1, step:   20, loss: 1.9045, acc: 0.4375
epoch   1, step:   30, loss: 1.7530, acc: 0.5078
epoch   1, step:   40, loss: 1.5476, acc: 0.5000
epoch   1, step:   50, loss: 1.6820, acc: 0.4609
epoch   1, step:   60, loss: 1.5007, acc: 0.5000
epoch   1, step:   70, loss: 1.6022, acc: 0.4766
epoch   1, step:   80, loss: 1.4233, acc: 0.5312
epoch   1, step:   90, loss: 1.5319, acc: 0.4609
epoch   1, step:  100, loss: 1.3882, acc: 0.5469
epoch   1, step:  110, loss: 1.4137, acc: 0.5469
epoch   1, step:  120, loss: 1.0748, acc: 0.6250
epoch   1, step:  130, loss: 1.1713, acc: 0.5391
epoch   1, step:  140, loss: 1.2382, acc: 0.6172
epoch   1, step:  150, loss: 1.3684, acc: 0.5312
epoch   1, step:  160, loss: 1.2364, acc: 0.5938
epoch   1, step:  170, loss: 0.9735, acc: 0.6484
epoch   1, step:  180, loss: 1.0324, acc: 0.6953
epoch   1, step:  190, loss: 0.7003, acc: 0.7969
epoch   1, step:  200, loss: 0.9251, acc: 0.6875
epoch   1, step:  208 - 19.36s, acc: 0.5183, asr: 1.0000

epoch   2, step:    0, loss: 0.6657, acc: 0.8047
epoch   2, step:   10, loss: 0.8978, acc: 0.7109
epoch   2, step:   20, loss: 0.8164, acc: 0.7188
epoch   2, step:   30, loss: 0.6353, acc: 0.7891
epoch   2, step:   40, loss: 0.6137, acc: 0.7578
epoch   2, step:   50, loss: 0.6795, acc: 0.7734
epoch   2, step:   60, loss: 0.6028, acc: 0.8203
epoch   2, step:   70, loss: 0.6405, acc: 0.7812
epoch   2, step:   80, loss: 0.5221, acc: 0.8438
epoch   2, step:   90, loss: 0.3650, acc: 0.8750
epoch   2, step:  100, loss: 0.4956, acc: 0.8750
epoch   2, step:  110, loss: 0.3636, acc: 0.8516
epoch   2, step:  120, loss: 0.3910, acc: 0.8438
epoch   2, step:  130, loss: 0.2978, acc: 0.9219
epoch   2, step:  140, loss: 0.3118, acc: 0.8984
epoch   2, step:  150, loss: 0.3781, acc: 0.8906
epoch   2, step:  160, loss: 0.3464, acc: 0.8750
epoch   2, step:  170, loss: 0.4375, acc: 0.8281
epoch   2, step:  180, loss: 0.3039, acc: 0.8828
epoch   2, step:  190, loss: 0.2564, acc: 0.9062
epoch   2, step:  200, loss: 0.2187, acc: 0.9297
epoch   2, step:  208 - 16.38s, acc: 0.6797, asr: 1.0000

epoch   3, step:    0, loss: 0.2585, acc: 0.9141
epoch   3, step:   10, loss: 0.3175, acc: 0.9062
epoch   3, step:   20, loss: 0.3851, acc: 0.8672
epoch   3, step:   30, loss: 0.2805, acc: 0.9062
epoch   3, step:   40, loss: 0.3509, acc: 0.8594
epoch   3, step:   50, loss: 0.2622, acc: 0.9141
epoch   3, step:   60, loss: 0.3003, acc: 0.9141
epoch   3, step:   70, loss: 0.2977, acc: 0.9062
epoch   3, step:   80, loss: 0.2199, acc: 0.9297
epoch   3, step:   90, loss: 0.2199, acc: 0.9141
epoch   3, step:  100, loss: 0.1589, acc: 0.9531
epoch   3, step:  110, loss: 0.1754, acc: 0.9219
epoch   3, step:  120, loss: 0.1061, acc: 0.9609
epoch   3, step:  130, loss: 0.1759, acc: 0.9297
epoch   3, step:  140, loss: 0.2101, acc: 0.9375
epoch   3, step:  150, loss: 0.1807, acc: 0.9375
epoch   3, step:  160, loss: 0.1449, acc: 0.9609
epoch   3, step:  170, loss: 0.2461, acc: 0.9375
epoch   3, step:  180, loss: 0.3310, acc: 0.8672
epoch   3, step:  190, loss: 0.1440, acc: 0.9219
epoch   3, step:  200, loss: 0.1578, acc: 0.9609
epoch   3, step:  208 - 19.68s, acc: 0.8856, asr: 0.9998

epoch   4, step:    0, loss: 0.1225, acc: 0.9844
epoch   4, step:   10, loss: 0.1893, acc: 0.9531
epoch   4, step:   20, loss: 0.0883, acc: 0.9766
epoch   4, step:   30, loss: 0.0986, acc: 0.9688
epoch   4, step:   40, loss: 0.1295, acc: 0.9609
epoch   4, step:   50, loss: 0.0998, acc: 0.9688
epoch   4, step:   60, loss: 0.1120, acc: 0.9609
epoch   4, step:   70, loss: 0.1634, acc: 0.9531
epoch   4, step:   80, loss: 0.1056, acc: 0.9766
epoch   4, step:   90, loss: 0.1290, acc: 0.9688
epoch   4, step:  100, loss: 0.1467, acc: 0.9609
epoch   4, step:  110, loss: 0.1937, acc: 0.9453
epoch   4, step:  120, loss: 0.1212, acc: 0.9609
epoch   4, step:  130, loss: 0.1979, acc: 0.9531
epoch   4, step:  140, loss: 0.1986, acc: 0.9297
epoch   4, step:  150, loss: 0.1028, acc: 0.9688
epoch   4, step:  160, loss: 0.1557, acc: 0.9609
epoch   4, step:  170, loss: 0.0624, acc: 1.0000
epoch   4, step:  180, loss: 0.1014, acc: 0.9766
epoch   4, step:  190, loss: 0.1297, acc: 0.9453
epoch   4, step:  200, loss: 0.1152, acc: 0.9531
epoch   4, step:  208 - 20.17s, acc: 0.8603, asr: 1.0000

epoch   5, step:    0, loss: 0.0843, acc: 0.9531
epoch   5, step:   10, loss: 0.1645, acc: 0.9531
epoch   5, step:   20, loss: 0.2658, acc: 0.9141
epoch   5, step:   30, loss: 0.1227, acc: 0.9453
